22195004	-6.28319	-6.28319	0.00000	-15.70796
22196004	-6.28319	-6.28012	-0.00307	-15.70029
22197004	-6.28319	-6.25527	-0.02792	-15.63817
22198004	-6.28319	-6.20495	-0.07823	-15.51238
22199004	-6.28319	-6.13899	-0.14419	-15.34748
22200004	-6.28319	-6.05892	-0.22427	-15.14729
22201004	-6.28319	-5.96534	-0.31784	-14.91336
22202004	-6.28319	-5.86103	-0.42215	-14.65259
22203004	-6.28319	-5.74813	-0.53505	-14.37033
22204004	-6.28319	-5.62787	-0.65532	-14.06967
22205004	-6.28319	-5.50086	-0.78233	-13.75214
22206004	-6.28319	-5.36832	-0.91487	-13.42080
22207004	-6.28319	-5.23087	-1.05231	-13.07719
22208004	-6.28319	-5.09006	-1.19313	-12.72514
22209004	-6.28319	-4.94525	-1.33794	-12.36312
22210004	-6.28319	-4.79768	-1.48551	-11.99420
22211004	-6.28319	-4.64735	-1.63584	-11.61837
22212004	-6.28319	-4.49548	-1.78770	-11.23871
22213004	-6.28319	-4.34178	-1.94141	-10.85445
22214004	-6.28319	-4.18869	-2.09450	-10.47172
22215004	-6.28319	-4.03560	-2.24759	-10.08899
22216004	-6.28319	-3.88343	-2.39976	-9.70856
22217004	-6.28319	-3.73218	-2.55101	-9.33044
22218004	-6.28319	-3.58215	-2.70103	-8.95538
22219004	-6.28319	-3.43458	-2.84860	-8.58646
22220004	-6.28319	-3.28916	-2.99402	-8.22290
22221004	-6.28319	-3.14681	-3.13638	-7.86702
22222004	-6.28319	-3.00722	-3.27597	-7.51804
22223004	-6.28319	-2.87100	-3.41219	-7.17750
22224004	-6.28319	-2.73816	-3.54503	-6.84539
22225004	-6.28319	-2.60869	-3.67450	-6.52172
22226004	-6.28319	-2.48382	-3.79936	-6.20955
22227004	-6.28319	-2.36172	-3.92147	-5.90429
22228004	-6.28319	-2.24329	-4.03989	-5.60823
22229004	-6.28319	-2.12886	-4.15433	-5.32215
22230004	-6.28319	-2.01811	-4.26508	-5.04526
22231004	-6.28319	-1.91073	-4.37246	-4.77682
22232004	-6.28319	-1.80457	-4.47861	-4.51144
22233004	-6.28319	-1.70303	-4.58016	-4.25756
22234004	-6.28319	-1.60485	-4.67833	-4.01213
22235004	-6.28319	-1.51066	-4.77252	-3.77666
22236004	-6.28319	-1.41985	-4.86333	-3.54963
22237004	-6.28319	-1.33272	-4.95046	-3.33181
22238004	-6.28319	-1.24927	-5.03391	-3.12318
22239004	-6.28319	-1.16920	-5.11399	-2.92300
22240004	-6.28319	-1.09127	-5.19191	-2.72818
22241004	-6.28319	-1.01764	-5.26554	-2.54411
22242004	-6.28319	-0.94831	-5.33488	-2.37077
22243004	-6.28319	-0.88265	-5.40053	-2.20663
22244004	-6.28319	-0.81976	-5.46343	-2.04940
22245004	-6.28319	-0.76024	-5.52294	-1.90060
22246004	-6.28319	-0.70318	-5.58001	-1.75794
22247004	-6.28319	-0.64979	-5.63339	-1.62449
22248004	-6.28319	-0.59825	-5.68493	-1.49563
22249004	-6.28319	-0.54917	-5.73402	-1.37291
22250004	-6.28319	-0.50345	-5.77973	-1.25863
22251004	-6.28319	-0.46019	-5.82299	-1.15049
22252004	-6.28319	-0.42062	-5.86257	-1.05154
22253004	-6.28319	-0.38288	-5.90030	-0.95720
22254004	-6.28319	-0.34760	-5.93559	-0.86900
22255004	-6.28319	-0.31385	-5.96933	-0.78463
22256004	-6.28319	-0.28256	-6.00063	-0.70640
22257004	-6.28319	-0.25280	-6.03039	-0.63200
22258004	-6.28319	-0.22519	-6.05800	-0.56297
22259004	-6.28319	-0.19972	-6.08346	-0.49931
22260004	-6.28319	-0.17579	-6.10739	-0.43949
22261004	-6.28319	-0.15370	-6.12948	-0.38426
22262004	-6.28319	-0.13346	-6.14973	-0.33364
22263004	-6.28319	-0.11536	-6.16783	-0.28839
22264004	-6.28319	-0.09879	-6.18440	-0.24697
22265004	-6.28319	-0.08406	-6.19912	-0.21016
22266004	-6.28319	-0.07118	-6.21201	-0.17794
22267004	-6.28319	-0.06013	-6.22305	-0.15033
22268004	-6.28319	-0.05031	-6.23287	-0.12579
22269004	-6.28319	-0.04172	-6.24146	-0.10431
22270004	-6.28319	-0.03467	-6.24852	-0.08667
