25745004	0.00000	0.00000	0.00000	0.00000	0
25746004	0.00000	0.00000	0.00000	0.00000	0
25747004	0.00000	0.00000	0.00000	0.00000	0
25748004	0.00000	0.00000	0.00000	0.00000	0
25749004	0.00000	0.00000	0.00000	0.00000	0
25750004	0.00000	0.00000	0.00000	0.00000	0
25751004	0.00000	0.00000	0.00000	0.00000	0
25752004	0.00000	0.00000	0.00000	0.00000	0
25753004	0.00000	0.00000	0.00000	0.00000	0
25754004	0.00000	0.00000	0.00000	0.00000	0
25755004	0.00000	0.00000	0.00000	0.00000	0
25756004	0.00000	0.00000	0.00000	0.00000	0
25757004	0.00000	0.00000	0.00000	0.00000	0
25758004	0.00000	0.00000	0.00000	0.00000	0
25759004	0.00000	0.00000	0.00000	0.00000	0
25760004	0.00000	0.00000	0.00000	0.00000	0
25761004	0.00000	0.00000	0.00000	0.00000	0
25762004	0.00000	0.00000	0.00000	0.00000	0
25763004	0.00000	0.00000	0.00000	0.00000	0
25764004	0.00000	0.00000	0.00000	0.00000	0
25765004	0.00000	0.00000	0.00000	0.00000	0
25766004	0.00000	0.00000	0.00000	0.00000	0
25767004	0.00000	0.00000	0.00000	0.00000	0
25768004	0.00000	0.00000	0.00000	0.00000	0
25769004	0.00000	0.00000	0.00000	0.00000	0
25770004	0.00000	0.00000	0.00000	0.00000	0
25771004	0.00000	0.00000	0.00000	0.00000	0
25772004	0.00000	0.00000	0.00000	0.00000	0
25773004	0.00000	0.00000	0.00000	0.00000	0
25774004	0.00000	0.00000	0.00000	0.00000	0
25775004	0.00000	0.00000	0.00000	0.00000	0
25776004	0.00000	0.00000	0.00000	0.00000	0
25777004	0.00000	0.00000	0.00000	0.00000	0
25778004	0.00000	0.00000	0.00000	0.00000	0
25779004	0.00000	0.00000	0.00000	0.00000	0
25780004	0.00000	0.00000	0.00000	0.00000	0
25781004	0.00000	0.00000	0.00000	0.00000	0
25782004	0.00000	0.00000	0.00000	0.00000	0
25783004	0.00000	0.00000	0.00000	0.00000	0
25784004	0.00000	0.00000	0.00000	0.00000	0
25785004	0.00000	0.00000	0.00000	0.00000	0
25786004	0.00000	0.00000	0.00000	0.00000	0
25787004	0.00000	0.00000	0.00000	0.00000	0
25788004	0.00000	0.00000	0.00000	0.00000	0
25789004	0.00000	0.00000	0.00000	0.00000	0
25790004	0.00000	0.00000	0.00000	0.00000	0
25791004	0.00000	0.00000	0.00000	0.00000	0
25792004	0.00000	0.00000	0.00000	0.00000	0
25793004	0.00000	0.00000	0.00000	0.00000	0
25794004	0.00000	0.00000	0.00000	0.00000	0
25795004	0.00000	0.00000	0.00000	0.00000	0
25796004	0.00000	0.00000	0.00000	0.00000	0
